"","date","sp500 open","sp500 close","sp500 high-low","sp500 volume","nasdaq open","nasdaq close","nasdaq high-low","nasdaq volume","us_rates_%","CPI","usd_chf","eur_usd","GDP","silver high-low","oil high-low","platinum high-low","palladium high-low","gold high-low"
"1049",2014-03-17,185.59,186.33,1.26000000000002,98359454,89.24,89.45,0.719999999999999,28467200,0.09,236.468,0.8726,1.3927,17518.508,0.289999999999999,0.439999999999998,0.97999999999999,0.62530000000001,2
"1050",2014-03-18,186.71,187.66,1.40000000000001,101804519,89.55,90.53,1.11,31250200,0.09,236.468,0.8743,1.3913,17518.508,0.169999999999998,0.459000000000003,1.10319999999999,1.10000000000001,0.939999999999998
"1051",2014-03-19,187.68,186.66,2.47,176267253,90.56,90.04,1.20999999999999,40869400,0.09,236.468,0.8747,1.391,17518.508,0.300000000000001,0.329999999999998,0.980000000000018,0.599999999999994,1.74000000000001
"1052",2014-03-20,186.25,187.75,1.97,117240972,89.78,90.29,0.980000000000004,31634500,0.09,236.468,0.8833,1.3784,17518.508,0.16,0.480000000000004,1.90000000000001,2.18990000000001,0.829999999999998
"1053",2014-03-21,187.71,186.2,2.99000000000001,163127905,90.61,89,1.825,62754000,0.09,236.468,0.8836,1.3783,17518.508,0.200000000000003,0.410000000000004,0.775000000000006,0.759999999999991,0.680000000000007
"1054",2014-03-24,186.84,185.43,2.44999999999999,121411145,89.32,88.22,1.98,77735300,0.09,236.468,0.884,1.3784,17518.508,0.280000000000001,0.369999999999997,1.14000000000002,1.34,1.11
"1055",2014-03-25,186.37,186.31,1.66999999999999,103851737,88.69,88.51,1.4799,41723300,0.09,236.468,0.8862,1.3777,17518.508,0.209999999999997,0.5199,1.22999999999999,0.628999999999991,0.579999999999998
"1056",2014-03-26,187.04,184.97,2.42000000000002,119842897,88.96,87.37,1.79000000000001,40930400,0.09,236.468,0.8854,1.3786,17518.508,0.334,0.350000000000001,1.38,0.667599999999993,1.25
"1057",2014-03-27,184.75,184.58,1.44,142382757,87.27,86.879,1.24,64784500,0.09,236.468,0.8859,1.3752,17518.508,0.169999999999998,0.189999999999998,1,1.34989999999999,1.08000000000001
"1058",2014-03-28,185.11,185.49,1.41999999999999,101641547,87.15,87.05,1.2,39895100,0.09,236.468,0.8869,1.3753,17518.508,0.130399999999998,0.290000000000006,0.979900000000015,0.679999999999993,1.08
"1059",2014-03-31,186.67,187.01,1.78,99744911,87.73,87.67,0.640000000000001,33924300,0.09,236.468,0.884,1.3777,17518.508,0.150000000000002,0.380000000000003,0.598600000000005,0.590000000000003,1.22000000000001
"1060",2014-04-01,187.62,188.25,1.36000000000001,89193125,88.1,89.21,1.5594,38683800,0.09,236.468,0.8825,1.3804,17518.508,0.139899999999997,0.700000000000003,1.02789999999999,0.759999999999991,0.740099999999998
"1061",2014-04-02,188.49,188.88,0.990000000000009,78680761,89.59,89.44,0.64500000000001,34631600,0.09,236.918,0.887,1.3761,17804.228,0.125,0.314999999999998,0.519599999999997,0.406299999999987,0.560000000000002
"1062",2014-04-03,189.17,188.63,1.16999999999999,77435320,89.55,88.73,1.459,30319100,0.09,236.918,0.8921,1.3708,17804.228,0.150000000000002,0.420000000000002,0.794000000000011,0.374200000000002,0.670000000000002
"1063",2014-04-04,189.66,186.4,3.59999999999999,169380705,89.29,86.37,3.27,131213200,0.09,236.918,0.8918,1.3704,17804.228,0.350000000000001,0.229999999999997,0.75,0.684100000000001,1.09999999999999
"1064",2014-04-07,185.95,184.34,2.29999999999998,140802699,85.84,85.55,1.679,83995800,0.09,236.918,0.8876,1.3745,17804.228,0.170000000000002,0.5,1.09899999999999,2.458,0.632499999999993
"1065",2014-04-08,184.26,185.1,1.81,112659755,85.65,86.34,1.11,51495700,0.09,236.918,0.8836,1.3802,17804.228,0.149999999999998,0.689999999999998,0.719899999999996,0.548999999999992,0.439999999999998
"1066",2014-04-09,185.6,187.09,2.09,100253612,86.67,87.82,1.44,45685200,0.09,236.918,0.8816,1.3816,17804.228,0.213999999999999,0.480000000000004,0.889999999999986,0.939900000000009,1.39
"1067",2014-04-10,187.08,183.16,4.23999999999998,172959331,87.87,85.1,3.02,73616700,0.09,236.918,0.8758,1.3892,17804.228,0.175999999999998,0.199999999999996,0.52000000000001,0.579999999999998,0.550000000000011
"1068",2014-04-11,182.14,181.51,2.10999999999999,167250792,84.34,84.11,1.53,93657400,0.09,236.918,0.8748,1.3898,17804.228,0.119999999999997,0.359999999999999,0.719999999999999,1.64,0.579999999999998
"1069",2014-04-14,182.93,182.94,1.93000000000001,132381601,84.85,84.77,1.23,46500700,0.09,236.918,0.8784,1.3824,17804.228,0.1099,0.265000000000001,0.650399999999991,0.679999999999993,0.629999999999995
"1070",2014-04-15,183.32,184.2,2.82000000000002,157092533,85.06,85.0501,2.26000000000001,84631500,0.09,236.918,0.8805,1.3806,17804.228,0.220000000000002,0.195,1.0222,0.718899999999991,1.10000000000001
"1071",2014-04-16,185.47,186.13,1.48999999999998,105196633,85.83,86.18,1.08900000000001,46970900,0.09,236.918,0.8813,1.382,17804.228,0.0999999999999978,0.560000000000002,0.77000000000001,0.939899999999994,0.539999999999992
"1072",2014-04-17,185.88,186.39,1.34999999999999,105254649,85.89,86.2,1,53719500,0.09,236.918,0.8812,1.3832,17804.228,0.0800000000000018,0.339999999999996,2.9348,1.3428,0.960000000000008
"1073",2014-04-21,186.44,187.04,0.889999999999986,68329343,86.41,86.84,0.840000000000003,25947900,0.09,236.918,0.8851,1.379,17804.228,0.0790000000000006,0.209600000000002,0.703000000000003,2.01000000000001,0.569999999999993
"1074",2014-04-22,187.23,187.89,1.27000000000001,85790307,87.1,87.53,0.755200000000002,38593400,0.09,236.918,0.8851,1.3804,17804.228,0.16,0.311,1.059,0.539999999999992,1.24
"1075",2014-04-23,187.82,187.45,0.619999999999976,73869384,87.55,86.76,0.850000000000009,34376700,0.09,236.918,0.8828,1.3814,17804.228,0.0650000000000012,0.279999999999994,0.719999999999999,0.379999999999995,0.561999999999998
"1076",2014-04-24,188.37,187.83,1.45999999999998,88169916,88.2,87.59,1.55999999999999,48926300,0.09,236.918,0.8817,1.3828,17804.228,0.579999999999998,0.229900000000001,1.69999999999999,1.43000000000001,2.2796
"1077",2014-04-25,187.22,186.29,1.46000000000001,100380205,87.08,86.19,1.19,44334000,0.09,236.918,0.8809,1.3838,17804.228,0.155799999999999,0.189999999999998,1.01999999999998,0.920000000000002,0.640000000000001
"1078",2014-04-28,187.05,186.88,2.72999999999999,135121094,86.58,86.47,2,58623800,0.09,236.918,0.8807,1.3844,17804.228,0.119900000000001,0.270000000000003,1.20759999999998,1.53,0.890000000000001
"1079",2014-04-29,187.48,187.75,0.95999999999998,84097551,86.75,87.16,1.00999999999999,36742700,0.09,236.918,0.8845,1.3808,17804.228,0.130000000000003,0.469999999999999,0.780000000000001,0.870000000000005,0.72999999999999
"1080",2014-04-30,187.44,188.31,1.31999999999999,101507717,86.79,87.39,0.939999999999998,38689400,0.09,236.918,0.88,1.387,17804.228,0.211599999999997,0.198999999999998,0.879900000000021,1.42530000000001,1.23
"1081",2014-05-01,188.22,188.33,1.11000000000001,93019095,87.53,87.65,0.840000000000003,37127200,0.09,236.918,0.8797,1.3867,17804.228,0.220000000000002,0.340000000000003,1.44999999999999,0.709999999999994,0.769999999999996
"1082",2014-05-02,188.31,188.06,1.35999999999998,98121662,87.94,87.49,0.829999999999998,40074200,0.1,237.231,0.8789,1.3864,17804.228,0.580000000000002,0.299999999999997,2.05500000000001,0.719999999999999,2.34
"1083",2014-05-05,187.14,188.42,1.93000000000001,75882739,86.98,87.95,1.20999999999999,27924400,0.1,237.231,0.8774,1.3884,17804.228,0.1099,0.299999999999997,0.52000000000001,0.729900000000001,0.629999999999995
"1084",2014-05-06,188,186.78,1.38999999999999,85454226,87.83,86.81,1.09,33698500,0.1,237.231,0.8744,1.3924,17804.228,0.189999999999998,0.340000000000003,0.5,0.629999999999995,0.480000000000004
"1085",2014-05-07,187.41,187.88,1.96000000000001,106500480,87,86.56,1.55,67489100,0.1,237.231,0.8758,1.3917,17804.228,0.23,0.425000000000004,1.25,1.26989999999999,1.64999999999999
"1086",2014-05-08,187.71,187.68,1.97,93617513,86.26,86.48,1.48,46556900,0.1,237.231,0.8784,1.3864,17804.228,0.16,0.190000000000005,1.10650000000001,0.689999999999998,0.578999999999994
"1087",2014-05-09,187.71,187.96,1.20999999999998,83678568,86.41,86.8,1.01,35081500,0.1,237.231,0.886,1.3763,17804.228,0.209999999999997,0.490000000000002,0.740000000000009,0.690000000000012,0.650000000000006
"1088",2014-05-12,188.8,189.79,1.88,86940045,87.31,88.23,1.02000000000001,38951100,0.1,237.231,0.8876,1.376,17804.228,0.129999999999999,0.195,0.62639999999999,0.269999999999996,0.730000000000004
"1089",2014-05-13,190.04,189.96,0.649999999999977,66453965,88.32,88.29,0.489999999999995,30311900,0.1,237.231,0.8894,1.3711,17804.228,0.109999999999999,0.369999999999997,0.638000000000005,0.478999999999999,0.599999999999994
"1090",2014-05-14,189.79,189.06,1.09,72366848,88.03,87.83,0.72999999999999,26483600,0.1,237.231,0.8894,1.3718,17804.228,0.1355,0.195,1.22999999999999,2.22,0.519999999999996
"1091",2014-05-15,188.68,187.4,2.24000000000001,154956399,87.81,87.135,1.38,59680300,0.1,237.231,0.8898,1.3712,17804.228,0.166,0.229999999999997,1.12,1.19000000000001,0.969999999999999
"1092",2014-05-16,187.51,188.05,1.41,97457678,87.24,87.71,1.12,66804100,0.1,237.231,0.891,1.3708,17804.228,0.114999999999998,0.174999999999997,0.909999999999997,0.35990000000001,0.47999999999999
"1093",2014-05-19,187.69,188.74,1.36999999999998,63839398,87.47,88.32,1.16,32017000,0.1,237.231,0.8916,1.3716,17804.228,0.221399999999999,0.190000000000005,1.61920000000001,0.799899999999994,0.989999999999995
"1094",2014-05-20,188.65,187.55,1.59999999999999,111644478,88.28,88,0.959999999999994,33716000,0.1,237.231,0.8916,1.3702,17804.228,0.1799,0.299999999999997,1.126,0.608899999999991,0.819999999999993
"1095",2014-05-21,188.09,189.13,1.16,89093285,88.16,88.84,0.780000000000001,36837700,0.1,237.231,0.8951,1.3657,17804.228,0.149899999999999,0.43,1.18989999999999,0.75,1.02
"1096",2014-05-22,189.18,189.59,1.11999999999998,61549345,88.94,89.23,0.680000000000007,30617100,0.1,237.231,0.8948,1.3652,17804.228,0.170000000000002,0.239999999999995,0.449900000000014,0.420000000000002,0.704999999999998
"1097",2014-05-23,189.76,190.35,0.889999999999986,60156088,89.33,89.88,0.780000000000001,22687300,0.1,237.231,0.8958,1.3628,17804.228,0.0899999999999998,0.220000000000006,1.78,1.0899,0.471000000000004
"1098",2014-05-27,191.06,191.52,0.630000000000024,72010355,90.28,91.001,0.819999999999993,29725200,0.1,237.231,0.8977,1.3618,17804.228,0.18,0.240000000000002,0.739900000000006,0.729000000000013,1.31999999999999
"1099",2014-05-28,191.52,191.38,0.759999999999991,66722865,90.97,90.72,0.454999999999998,30468100,0.1,237.231,0.8982,1.3596,17804.228,0.0899999999999998,0.419999999999995,0.919999999999988,0.798900000000003,0.780000000000001
"1100",2014-05-29,191.82,192.37,1.06999999999999,64376573,91.05,91.3,0.450000000000003,33036100,0.1,237.231,0.897,1.3608,17804.228,0.18,0.390000000000001,1.05840000000001,0.589699999999993,0.689999999999998
"1101",2014-05-30,192.19,192.68,0.77000000000001,76315640,91.33,91.31,0.620000000000005,29906400,0.1,237.231,0.8944,1.364,17804.228,0.379899999999999,0.239999999999995,1.6001,0.715500000000006,1.19
"1102",2014-06-02,192.95,192.9,1.02000000000001,64655648,91.43,91.22,0.799999999999997,30409900,0.09,237.498,0.898,1.3606,17804.228,0.1599,0.189999999999998,0.820000000000022,0.549999999999997,0.849900000000005
"1103",2014-06-03,192.43,192.8,0.650000000000006,65047193,90.91,91.18,0.530000000000001,21774500,0.09,237.498,0.8964,1.3624,17804.228,0.124000000000002,0.199999999999996,0.569999999999993,0.489899999999992,0.670000000000002
"1104",2014-06-04,192.47,193.19,1.03,55529372,90.96,91.52,0.859999999999999,20118300,0.09,237.498,0.8956,1.3619,17804.228,0.109999999999999,0.469999999999999,1.54000000000002,1.3699,0.47999999999999
"1105",2014-06-05,193.41,194.45,1.95000000000002,92102592,91.61,92.29,1.16999999999999,35583100,0.09,237.498,0.8944,1.3618,17804.228,0.190000000000001,0.390000000000001,0.989900000000006,0.429999999999993,0.449999999999989
"1106",2014-06-06,194.87,195.38,0.650000000000006,78696219,92.66,92.82,0.36999999999999,22680600,0.09,237.498,0.8938,1.3639,17804.228,0.139800000000001,0.219999999999999,0.819999999999993,0.459500000000006,0.829999999999998
"1107",2014-06-09,195.35,195.58,0.880000000000024,65118828,92.85,92.75,0.484999999999999,23399500,0.09,237.498,0.8974,1.3589,17804.228,0.0599000000000025,0.289999999999999,1.05619999999999,0.329999999999998,0.280000000000001
"1108",2014-06-10,195.34,195.6,0.719999999999999,57129440,92.67,92.91,0.399999999999991,20626000,0.09,237.498,0.8996,1.3543,17804.228,0.0799999999999983,0.390000000000001,0.659999999999997,0.379900000000006,0.260000000000005
"1109",2014-06-11,194.9,194.92,0.640000000000015,68772479,92.59,92.89,0.519999999999996,22878200,0.09,237.498,0.8998,1.3532,17804.228,0.100000000000001,0.210000000000001,0.757000000000005,0.820000000000007,0.429999999999993
"1110",2014-06-12,194.69,193.54,1.69,106350200,92.69,92.05,1.06,35275900,0.09,237.498,0.8982,1.3556,17804.228,0.329999999999998,0.399900000000002,1.059,1.84999999999999,0.920000000000002
"1111",2014-06-13,193.92,194.13,1.01999999999998,82017278,92.47,92.32,0.629999999999995,39447100,0.09,237.498,0.9008,1.3522,17804.228,0.189999999999998,0.2607,0.780000000000001,0.859899999999996,0.525999999999996
"1112",2014-06-16,193.89,194.29,1.03999999999999,87424332,92.16,92.4,0.710000000000008,25212300,0.09,237.498,0.8969,1.3578,17804.228,0.18,0.144999999999996,0.819999999999993,0.615200000000002,0.707999999999998
"1113",2014-06-17,194.02,194.83,1.16,84833876,92.34,92.45,0.519999999999996,19977900,0.09,237.498,0.8998,1.3543,17804.228,0.120000000000001,0.360000000000006,1.01900000000001,0.526200000000003,0.680000000000007
"1114",2014-06-18,194.83,196.26,1.97,105266767,92.55,92.97,1.11999999999999,34514000,0.09,237.498,0.8976,1.3567,17804.228,0.120000000000001,0.340000000000003,0.77000000000001,0.700000000000003,0.709999999999994
"1115",2014-06-19,196.43,196.48,0.799999999999983,85928920,93.1,92.91,0.680000000000007,38422200,0.09,237.498,0.8932,1.362,17804.228,0.759999999999998,0.457000000000001,1.46000000000001,0.719999999999999,2.91000000000001
"1116",2014-06-20,196.03,195.94,0.400000000000006,100587108,92.7,92.77,0.340000000000003,25897500,0.09,237.498,0.896,1.3586,17804.228,0.190100000000001,0.234999999999999,1.29820000000001,0.820000000000007,0.859999999999999
"1117",2014-06-23,195.99,195.88,0.530000000000001,70611486,92.735,92.79,0.309999999999988,20837900,0.09,237.498,0.8948,1.3593,17804.228,0.120000000000001,0.240000000000002,1.55000000000001,1.30000000000001,0.564999999999998
"1118",2014-06-24,195.53,194.7,2.02000000000001,96236917,92.79,92.7,1.13999999999999,31945800,0.09,237.498,0.8955,1.3588,17804.228,0.16,0.262799999999999,0.6601,0.4499,0.589999999999989
"1119",2014-06-25,194.29,195.58,1.53,82781912,92.49,93.29,0.969999999999999,32818600,0.09,237.498,0.8918,1.3638,17804.228,0.190000000000001,0.43,1.63999999999999,0.819999999999993,0.890000000000001
"1120",2014-06-26,195.61,195.44,1.5,84311822,93.35,93.34,0.739999999999995,22563900,0.09,237.498,0.8933,1.361,17804.228,0.139999999999997,0.399999999999999,0.479899999999986,0.450000000000003,0.719999999999999
"1121",2014-06-27,194.98,195.82,0.990000000000009,71453616,93.21,93.75,0.575000000000003,22877800,0.09,237.498,0.8919,1.3631,17804.228,0.139999999999997,0.289999999999999,0.739200000000011,0.430000000000007,0.519999999999996
"1122",2014-06-30,195.7,195.72,0.639999999999986,70504228,93.71,93.91,0.469999999999999,19764900,0.09,237.498,0.8868,1.369,17804.228,0.34,0.3827,0.890000000000015,0.525000000000006,1.66999999999999
"1123",2014-07-01,196.2,197.03,1.5,90470121,94.21,94.94,0.989999999999995,31862500,0.09,237.498,0.8871,1.3681,17804.228,0.200000000000003,0.549999999999997,1.21000000000001,0.470000000000013,0.63000000000001
"1124",2014-07-02,197.05,197.23,0.519999999999982,52474832,94.98,95.1,0.329999999999998,18777300,0.09,237.46,0.8886,1.3656,17912.079,0.170000000000002,0.519999999999996,0.960000000000008,0.898899999999998,0.600000000000009
"1125",2014-07-03,197.79,198.2,0.650000000000006,52938832,95.41,95.7,0.549999999999997,15291700,0.09,237.46,0.8934,1.361,17912.079,0.2195,0.164899999999996,0.589100000000002,1.02,0.680000000000007
"1126",2014-07-07,197.82,197.51,0.759999999999991,61696447,95.59,95.41,0.47999999999999,23266400,0.09,237.46,0.8934,1.3604,17912.079,0.16,0.240000000000002,1.15000000000001,0.509900000000002,0.799999999999997
"1127",2014-07-08,197.15,196.24,1.46000000000001,108142552,95.24,94.26,1.42999999999999,40612400,0.09,237.46,0.8924,1.3614,17912.079,0.25,0.440000000000005,0.982799999999998,0.595700000000008,1.09999999999999
"1128",2014-07-09,196.73,197.12,0.990000000000009,72992322,94.51,94.96,0.825000000000003,29919000,0.09,237.46,0.8918,1.363,17912.079,0.219999999999999,0.285000000000004,0.819999999999993,0.539000000000001,1.07999999999998
"1129",2014-07-10,195.22,196.34,1.80000000000001,99040407,93.78,94.66,1.42,44245300,0.09,237.46,0.8926,1.36,17912.079,0.134,0.399999999999999,0.538399999999996,0.88000000000001,0.719999999999999
"1130",2014-07-11,196.22,196.61,0.969999999999999,64243410,94.87,95.27,0.659999999999997,19566300,0.09,237.46,0.8926,1.3598,17912.079,0.108,0.609999999999999,0.700000000000017,0.730000000000004,0.450000000000017
"1131",2014-07-14,197.61,197.6,0.420000000000016,58657919,95.7,95.84,0.52000000000001,19579000,0.09,237.46,0.8918,1.362,17912.079,0.109999999999999,0.390000000000001,0.840000000000003,0.48660000000001,0.649999999999991
"1132",2014-07-15,197.72,197.23,1.73999999999998,111346230,95.98,95.51,1.3,39467500,0.09,237.46,0.8953,1.3573,17912.079,0.419999999999998,0.355000000000004,1.89189999999999,1.1712,1.95999999999999
"1133",2014-07-16,198.11,197.96,0.840000000000003,80073242,96.19,95.89,0.515000000000001,22052600,0.09,237.46,0.8984,1.353,17912.079,0.140000000000001,0.320100000000004,0.939899999999994,0.700000000000003,0.689999999999998
"1134",2014-07-17,197.35,195.71,2.66999999999999,145398459,95.64,94.619,1.65000000000001,43111500,0.09,237.46,0.8973,1.353,17912.079,0.469999999999999,0.229999999999997,1.07989999999998,0.806100000000001,2.44
"1135",2014-07-18,196.35,197.71,1.66999999999999,124330419,95.14,96.12,1.17,36682200,0.09,237.46,0.8989,1.3515,17912.079,0.149999999999998,0.229999999999997,0.900000000000006,0.490000000000009,0.539899999999989
"1136",2014-07-21,197.09,197.34,1.06999999999999,67591618,95.92,96,0.609999999999999,29750700,0.09,237.46,0.898,1.3524,17912.079,0.100000000000001,0.389999999999993,0.519900000000007,0.929900000000004,0.439999999999998
"1137",2014-07-22,198.01,198.2,0.689999999999998,67677602,96.44,96.61,0.415000000000006,25770400,0.09,237.46,0.9022,1.347,17912.079,0.199999999999999,0.210000000000001,0.590000000000003,0.579999999999998,0.959900000000005
"1138",2014-07-23,198.5,198.64,0.75,65611830,96.94,97.227,0.570000000000007,28947500,0.09,237.46,0.9024,1.3462,17912.079,0.0939999999999976,0.309999999999995,0.569999999999993,0.439900000000009,0.640000000000001
"1139",2014-07-24,198.83,198.65,0.610000000000014,56888093,97.4,97.12,0.530000000000001,24707200,0.09,237.46,0.9024,1.3468,17912.079,0.481000000000002,0.450000000000003,0.72999999999999,0.460000000000008,0.969999999999999
"1140",2014-07-25,198.09,197.72,0.929999999999978,76837257,96.65,96.74,0.640000000000001,29898900,0.09,237.46,0.9045,1.3431,17912.079,0.330000000000002,0.579000000000001,0.735799999999983,0.506,1.5
"1141",2014-07-28,197.76,197.8,1.47,69258785,96.8,96.77,1,25603400,0.09,237.46,0.9037,1.344,17912.079,0.149999999999998,0.420999999999999,0.521999999999991,0.645899999999997,0.370000000000004
"1142",2014-07-29,198.17,196.95,1.53,80466351,96.97,96.6,0.680000000000007,27022200,0.09,237.46,0.9068,1.341,17912.079,0.16,0.32,0.780000000000001,0.799999999999997,1.16
"1143",2014-07-30,197.65,196.98,1.75,104222452,97.13,96.98,0.719999999999999,35348500,0.09,237.46,0.9096,1.3378,17912.079,0.16,0.829999999999998,0.554900000000004,0.538900000000012,0.52000000000001
"1144",2014-07-31,195.61,193.09,2.81,183479441,96.2,95.02,1.46000000000001,50047900,0.09,237.46,0.9086,1.339,17912.079,0.210000000000001,0.679899999999996,1.21000000000001,1.0262,0.839999999999989
"1145",2014-08-01,192.56,192.5,2.19,189260864,94.83,94.67,1.3,60708000,0.09,237.46,0.9048,1.3436,17912.079,0.259999999999998,0.315000000000005,0.719999999999999,1.26,0.579999999999998
"1146",2014-08-04,192.87,193.89,2.25,91340487,94.9,95.32,1.17,33230500,0.09,237.477,0.9068,1.3414,17912.079,0.214000000000002,0.365000000000002,0.237899999999996,1.23,0.739999999999995
"1147",2014-08-05,193.1,192.01,2.28999999999999,152690379,94.94,94.59,1.05999999999999,50331100,0.09,237.477,0.9102,1.3366,17912.079,0.23,0.399999999999999,0.733200000000011,1.095,1.11999999999999
"1148",2014-08-06,191.11,192.07,1.80999999999997,94818317,93.99,94.52,1.19,34431900,0.09,237.477,0.9095,1.3355,17912.079,0.139999999999997,0.520000000000003,0.550000000000011,0.719899999999996,0.480000000000004
"1149",2014-08-07,192.94,191.03,2.57999999999998,135733421,94.95,94.22,1.25399999999999,33274700,0.09,237.477,0.9086,1.3362,17912.079,0.120000000000001,0.384999999999998,1.03999999999999,0.779900000000012,1.14
"1150",2014-08-08,191.46,193.24,2.42000000000002,117014384,94.38,94.9,1.04000000000001,40236900,0.09,237.477,0.905,1.3412,17912.079,0.120000000000001,0.277500000000003,0.521000000000015,0.679999999999993,0.519999999999996
"1151",2014-08-11,193.97,193.8,0.949999999999989,74543691,95.25,95.46,0.560000000000002,28277500,0.09,237.477,0.9063,1.3385,17912.079,0.148,0.268999999999998,0.348999999999989,1.23660000000001,0.400000000000006
"1152",2014-08-12,193.61,193.53,1.21000000000001,73631640,95.38,95.42,0.739999999999995,28152300,0.09,237.477,0.9082,1.3357,17912.079,0.209999999999997,0.32,0.746400000000023,0.59490000000001,0.939999999999998
"1153",2014-08-13,194.29,194.84,1.09999999999999,68926041,95.81,96.43,0.709999999999994,27996500,0.09,237.477,0.9079,1.3367,17912.079,0.299899999999997,0.3889,0.980000000000018,0.579999999999998,0.629999999999995
"1154",2014-08-14,195.16,195.76,0.780000000000001,57370793,96.54,96.93,0.519999999999996,25006600,0.09,237.477,0.9056,1.3376,17912.079,0.119900000000001,0.82,0.460000000000008,0.510000000000005,0.400000000000006
"1155",2014-08-15,196.47,195.72,2.34,139950669,97.46,97.4,1.14999999999999,55205500,0.09,237.477,0.9026,1.3392,17912.079,0.229000000000003,0.479999999999997,1.09990000000002,1.78,1.66
"1156",2014-08-18,196.8,197.36,0.759999999999991,75424360,97.89,98.15,0.469999999999999,38938300,0.09,237.477,0.9066,1.3358,17912.079,0.124600000000001,0.254999999999995,0.469999999999999,0.882799999999989,0.429999999999993
"1157",2014-08-19,197.84,198.39,1.09999999999999,59134709,98.38,98.7,0.440000000000012,21363400,0.09,237.477,0.9089,1.332,17912.079,0.209999999999997,0.480000000000004,0.490000000000009,2.08,0.519999999999996
"1158",2014-08-20,198.12,198.92,1.07999999999998,72762541,98.61,98.7,0.370000000000004,23435600,0.09,237.477,0.9116,1.3284,17912.079,0.16,0.244900000000001,0.879999999999995,0.742000000000004,0.939999999999998
"1159",2014-08-21,199.09,199.5,0.829999999999984,67790690,98.76,98.9,0.350000000000009,19339500,0.09,237.477,0.9112,1.3284,17912.079,0.132000000000001,0.385000000000005,0.409999999999997,0.660499999999999,0.789999999999992
"1160",2014-08-22,199.34,199.19,0.949999999999989,76107359,98.94,99.05,0.530000000000001,24692000,0.09,237.477,0.9142,1.3237,17912.079,0.199999999999999,0.334899999999997,0.898899999999998,0.539900000000003,0.760000000000005
"1161",2014-08-25,200.14,200.2,1.44,63855022,99.52,99.4,0.52000000000001,24124700,0.09,237.477,0.9144,1.3206,17912.079,0.109999999999999,0.214999999999996,0.405100000000004,1.0072,0.320000000000007
"1162",2014-08-26,200.33,200.33,0.539999999999992,47298324,99.53,99.5,0.340000000000003,20100400,0.09,237.477,0.9167,1.3189,17912.079,0.219999999999999,0.359999999999999,0.5,0.459900000000005,0.689999999999998
"1163",2014-08-27,200.43,200.25,0.629999999999995,47873708,99.53,99.52,0.329999999999998,15589100,0.09,237.477,0.9148,1.3192,17912.079,0.130000000000003,0.32,0.560000000000002,0.554999999999993,0.459999999999994
"1164",2014-08-28,199.59,200.14,0.880000000000024,58330373,99.2,99.41,0.450000000000003,23563900,0.09,237.477,0.915,1.3178,17912.079,0.119800000000001,0.300000000000004,0.5,0.396000000000001,0.519999999999996
"1165",2014-08-29,200.45,200.71,0.909999999999997,65906598,99.65,99.78,0.644000000000005,17906300,0.09,237.477,0.9174,1.315,17912.079,0.159999999999997,0.345000000000006,0.47999999999999,1.10000000000001,0.599999999999994
"1166",2014-09-02,200.97,200.61,1.13999999999999,72425793,100.04,100.07,0.439899999999994,18326800,0.09,237.43,0.9196,1.3124,17912.079,0.18,0.809999999999995,0.629999999999995,0.739899999999992,0.649999999999991
"1167",2014-09-03,201.38,200.5,1.19,57461742,100.32,99.48,1.04000000000001,25950700,0.09,237.43,0.9186,1.3136,17912.079,0.0758000000000009,0.75,0.679999999999978,0.706000000000003,0.540000000000006
"1168",2014-09-04,200.84,200.21,1.92000000000002,85236442,99.73,99.39,1.08,24663500,0.09,237.43,0.9327,1.2926,17912.079,0.309999999999999,0.409999999999997,0.900000000000006,0.524000000000001,1.41
"1169",2014-09-05,200.17,201.11,1.78,102176784,99.58,99.89,0.920000000000002,30798200,0.09,237.43,0.9306,1.2956,17912.079,0.150000000000002,0.620000000000005,0.623999999999995,0.399899999999988,0.430000000000007
"1170",2014-09-08,200.92,200.59,1.21000000000001,64145745,99.89,100.08,0.709999999999994,25571300,0.09,237.43,0.9317,1.2948,17912.079,0.201999999999998,0.43,0.77000000000001,0.5,1.24
"1171",2014-09-09,200.41,199.32,1.64000000000002,88590876,100.06,99.25,1.3955,36449200,0.09,237.43,0.9348,1.2909,17912.079,0.189999999999998,0.314999999999998,1.36100000000002,3.01000000000001,0.939999999999998
"1172",2014-09-10,199.43,200.07,1.42999999999998,67251103,99.38,100.07,1.01,31080100,0.09,237.43,0.9382,1.2908,17912.079,0.153700000000001,0.409999999999997,0.529899999999998,1.3,0.900000000000006
"1173",2014-09-11,199.27,200.3,1.21000000000001,66823558,99.65,99.99,0.800000000000011,28691900,0.09,237.43,0.9349,1.2936,17912.079,0.149999999999998,0.897200000000005,0.809199999999976,1.34999999999999,0.930000000000007
"1174",2014-09-12,200.1,199.13,1.56,117478516,99.9,99.48,0.760000000000005,30444400,0.09,237.43,0.9337,1.2955,17912.079,0.149000000000001,0.5,1.43199999999999,1.55,0.830000000000013
"1175",2014-09-15,199.16,198.98,0.939999999999998,76401421,99.59,98.52,1.38499999999999,32972200,0.09,237.43,0.9344,1.2951,17912.079,0.129899999999999,0.469999999999999,0.879899999999992,0.780000000000001,0.400000000000006
